index,Question,Segment Type,Segment Description,Answer,Count,Percentage
4043,Does it annoy you when popular social media accounts endorse products or services?,University,Union High School,Somewhat,0,0.0
4044,Does it annoy you when popular social media accounts endorse products or services?,University,Union High School,"No, it's whatever",1,1.0
4045,Does it annoy you when popular social media accounts endorse products or services?,University,Whatsgoodly University,"Yes, very much so",1,1.0
4046,Does it annoy you when popular social media accounts endorse products or services?,University,Whatsgoodly University,Somewhat,0,0.0
4047,Does it annoy you when popular social media accounts endorse products or services?,University,Whatsgoodly University,"No, it's whatever",0,0.0
4048,Does it annoy you when popular social media accounts endorse products or services?,University,University of Pennsylvania,"Yes, very much so",1,0.5
4049,Does it annoy you when popular social media accounts endorse products or services?,University,University of Pennsylvania,Somewhat,1,0.5
4050,Does it annoy you when popular social media accounts endorse products or services?,University,University of Pennsylvania,"No, it's whatever",0,0.0
4051,Does it annoy you when popular social media accounts endorse products or services?,University,Colorado Academy,"Yes, very much so",1,0.5
4052,Does it annoy you when popular social media accounts endorse products or services?,University,Colorado Academy,Somewhat,1,0.5
4053,Does it annoy you when popular social media accounts endorse products or services?,University,Colorado Academy,"No, it's whatever",0,0.0
4054,Does it annoy you when popular social media accounts endorse products or services?,University,Tufts University,"Yes, very much so",2,0.5
4055,Does it annoy you when popular social media accounts endorse products or services?,University,Tufts University,Somewhat,2,0.5
4056,Does it annoy you when popular social media accounts endorse products or services?,University,Tufts University,"No, it's whatever",0,0.0
4057,Does it annoy you when popular social media accounts endorse products or services?,University,University of Colorado Boulder,"Yes, very much so",0,0.0
4058,Does it annoy you when popular social media accounts endorse products or services?,University,University of Colorado Boulder,Somewhat,0,0.0
4059,Does it annoy you when popular social media accounts endorse products or services?,University,University of Colorado Boulder,"No, it's whatever",1,1.0
4060,Does it annoy you when popular social media accounts endorse products or services?,University,Illinois State,"Yes, very much so",5,0.625
4061,Does it annoy you when popular social media accounts endorse products or services?,University,Illinois State,Somewhat,3,0.375
4062,Does it annoy you when popular social media accounts endorse products or services?,University,Illinois State,"No, it's whatever",0,0.0
4063,Does it annoy you when popular social media accounts endorse products or services?,University,Colby College,"Yes, very much so",0,0.0
4064,Does it annoy you when popular social media accounts endorse products or services?,University,Colby College,Somewhat,0,0.0
4065,Does it annoy you when popular social media accounts endorse products or services?,University,Colby College,"No, it's whatever",1,1.0
4066,Does it annoy you when popular social media accounts endorse products or services?,University,George Washington University,"Yes, very much so",1,1.0
4067,Does it annoy you when popular social media accounts endorse products or services?,University,George Washington University,Somewhat,0,0.0
4068,Does it annoy you when popular social media accounts endorse products or services?,University,George Washington University,"No, it's whatever",0,0.0
4069,Does it annoy you when popular social media accounts endorse products or services?,University,Syracuse University,"Yes, very much so",1,0.5
4070,Does it annoy you when popular social media accounts endorse products or services?,University,Syracuse University,Somewhat,0,0.0
4071,Does it annoy you when popular social media accounts endorse products or services?,University,Syracuse University,"No, it's whatever",1,0.5
4072,Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University,"Yes, very much so",20,0.455
4073,Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University,Somewhat,16,0.364
4074,Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University,"No, it's whatever",8,0.182
4075,Does it annoy you when popular social media accounts endorse products or services?,University,Pinnacle High School,"Yes, very much so",1,1.0
4076,Does it annoy you when popular social media accounts endorse products or services?,University,Pinnacle High School,Somewhat,0,0.0
4077,Does it annoy you when popular social media accounts endorse products or services?,University,Pinnacle High School,"No, it's whatever",0,0.0
4078,Does it annoy you when popular social media accounts endorse products or services?,University,University of North Carolina at Greensboro,"Yes, very much so",0,0.0
4079,Does it annoy you when popular social media accounts endorse products or services?,University,University of North Carolina at Greensboro,Somewhat,1,1.0
4080,Does it annoy you when popular social media accounts endorse products or services?,University,University of North Carolina at Greensboro,"No, it's whatever",0,0.0
4081,Does it annoy you when popular social media accounts endorse products or services?,University,Kansas State University,"Yes, very much so",1,1.0
4082,Does it annoy you when popular social media accounts endorse products or services?,University,Kansas State University,Somewhat,0,0.0
4083,Does it annoy you when popular social media accounts endorse products or services?,University,Kansas State University,"No, it's whatever",0,0.0
4084,Does it annoy you when popular social media accounts endorse products or services?,University,University of Richmond,"Yes, very much so",2,0.4
4085,Does it annoy you when popular social media accounts endorse products or services?,University,University of Richmond,Somewhat,1,0.2
4086,Does it annoy you when popular social media accounts endorse products or services?,University,University of Richmond,"No, it's whatever",2,0.4
4087,Does it annoy you when popular social media accounts endorse products or services?,University,Santa Clara University,"Yes, very much so",1,0.5
4088,Does it annoy you when popular social media accounts endorse products or services?,University,Santa Clara University,Somewhat,1,0.5
4089,Does it annoy you when popular social media accounts endorse products or services?,University,Santa Clara University,"No, it's whatever",0,0.0
4090,Does it annoy you when popular social media accounts endorse products or services?,University,University of Washington,"Yes, very much so",12,0.5
4091,Does it annoy you when popular social media accounts endorse products or services?,University,University of Washington,Somewhat,11,0.458
4092,Does it annoy you when popular social media accounts endorse products or services?,University,University of Washington,"No, it's whatever",1,0.042
4093,Does it annoy you when popular social media accounts endorse products or services?,University,University of Texas,"Yes, very much so",2,0.133
4094,Does it annoy you when popular social media accounts endorse products or services?,University,University of Texas,Somewhat,10,0.667
4095,Does it annoy you when popular social media accounts endorse products or services?,University,University of Texas,"No, it's whatever",3,0.2
4096,Does it annoy you when popular social media accounts endorse products or services?,University,University of Leicester,"Yes, very much so",0,0.0
4097,Does it annoy you when popular social media accounts endorse products or services?,University,University of Leicester,Somewhat,1,1.0
4098,Does it annoy you when popular social media accounts endorse products or services?,University,University of Leicester,"No, it's whatever",0,0.0
4099,Does it annoy you when popular social media accounts endorse products or services?,University,Purdue University,"Yes, very much so",4,0.4
4100,Does it annoy you when popular social media accounts endorse products or services?,University,Purdue University,Somewhat,2,0.2
4101,Does it annoy you when popular social media accounts endorse products or services?,University,Purdue University,"No, it's whatever",4,0.4
4102,Does it annoy you when popular social media accounts endorse products or services?,University,University of California Riverside,"Yes, very much so",1,1.0
4103,Does it annoy you when popular social media accounts endorse products or services?,University,University of California Riverside,Somewhat,0,0.0
4104,Does it annoy you when popular social media accounts endorse products or services?,University,University of California Riverside,"No, it's whatever",0,0.0
4105,Does it annoy you when popular social media accounts endorse products or services?,University,New York University,"Yes, very much so",2,1.0
4106,Does it annoy you when popular social media accounts endorse products or services?,University,New York University,Somewhat,0,0.0
4107,Does it annoy you when popular social media accounts endorse products or services?,University,New York University,"No, it's whatever",0,0.0
4108,Does it annoy you when popular social media accounts endorse products or services?,University,University of Minnesota,"Yes, very much so",1,0.5
